id,name,value
3535606,Paraibuna,0
3535705,Paraíso,0
3535804,Paranapanema,0
3535903,Paranapuã,0
3536000,Parapuã,0
3536109,Pardinho,0
3536208,Pariquera-Açu,0
3536257,Parisi,0
3536307,Patrocínio Paulista,0
3536406,Paulicéia,0
3536505,Paulínia,0
3536570,Paulistânia,0
3536604,Paulo de Faria,0
3536703,Pederneiras,0
3536802,Pedra Bela,0
3536901,Pedranópolis,0
3537008,Pedregulho,0
3537107,Pedreira,0
3537156,Pedrinhas Paulista,0
3537206,Pedro de Toledo,0
3537305,Penápolis,0
3537404,Pereira Barreto,0
3537503,Pereiras,0
3537602,Peruíbe,0
3537701,Piacatu,0
3537800,Piedade,0
3537909,Pilar do Sul,0
3538006,Pindamonhangaba,0
3538105,Pindorama,0
3538204,Pinhalzinho,0
3538303,Piquerobi,0
3538501,Piquete,0
3538600,Piracaia,0
3538709,Piracicaba,0
3538808,Piraju,0
3538907,Pirajuí,0
3539004,Pirangi,0
3539103,Pirapora do Bom Jesus,0
3539202,Pirapozinho,0
3539301,Pirassununga,0
3539400,Piratininga,0
3539509,Pitangueiras,0
3539608,Planalto,0
3539707,Platina,0
3539806,Poá,0
3539905,Poloni,0
3540002,Pompéia,0
3540101,Pongaí,0
3540200,Pontal,0
3540259,Pontalinda,0
3540309,Pontes Gestal,0
3540408,Populina,0
3540507,Porangaba,0
3540606,Porto Feliz,0
3540705,Porto Ferreira,0
3540754,Potim,0
3540804,Potirendaba,0
3540853,Pracinha,0
3540903,Pradópolis,0
3541000,Praia Grande,0
3541059,Pratânia,0
3541109,Presidente Alves,0
3541208,Presidente Bernardes,0
3541307,Presidente Epitácio,0
3541406,Presidente Prudente,0
3541505,Presidente Venceslau,0
3541604,Promissão,0
3541653,Quadra,0
3541703,Quatá,0
3541802,Queiroz,0
3541901,Queluz,0
3542008,Quintana,0
3542107,Rafard,0
3542206,Rancharia,0
3542305,Redenção da Serra,0
3542404,Regente Feijó,0
3542503,Reginópolis,0
3542602,Registro,0
3542701,Restinga,0
3542800,Ribeira,0
3542909,Ribeirão Bonito,0
3543006,Ribeirão Branco,0
3543105,Ribeirão Corrente,0
3543204,Ribeirão do Sul,0
3543238,Ribeirão dos Índios,0
3543253,Ribeirão Grande,0
3543303,Ribeirão Pires,0
3543402,Ribeirão Preto,0
3543501,Riversul,0
3543600,Rifaina,0
3543709,Rincão,0
3543808,Rinópolis,0
3543907,Rio Claro,0
3544004,Rio das Pedras,0
3544103,Rio Grande da Serra,0
3544202,Riolândia,0
3544251,Rosana,0
3544301,Roseira,0
3544400,Rubiácea,0
3544509,Rubinéia,0
3544608,Sabino,0
3544707,Sagres,0
3544806,Sales,0
3544905,Sales Oliveira,0
3545001,Salesópolis,0
3545100,Salmourão,0
3545159,Saltinho,0
3545209,Salto,0
3545308,Salto de Pirapora,0
3545407,Salto Grande,0
3545506,Sandovalina,0
3545605,Santa Adélia,0
3545704,Santa Albertina,0
3545803,Santa Bárbara d'Oeste,0
3546009,Santa Branca,0
3546108,Santa Clara d'Oeste,0
3546207,Santa Cruz da Conceição,0
3546256,Santa Cruz da Esperança,0
3546306,Santa Cruz das Palmeiras,0
3546405,Santa Cruz do Rio Pardo,0
3546504,Santa Ernestina,0
3546603,Santa Fé do Sul,0
3546702,Santa Gertrudes,0
3546801,Santa Isabel,0
3546900,Santa Lúcia,0
3547007,Santa Maria da Serra,0
3547106,Santa Mercedes,0
3547205,Santana da Ponte Pensa,0
3547304,Santana de Parnaíba,0
3547403,Santa Rita d'Oeste,0
3547502,Santa Rita do Passa Quatro,0
3547601,Santa Rosa de Viterbo,0
3547650,Santa Salete,0
3547700,Santo Anastácio,0
3547809,Santo André,0
3547908,Santo Antônio da Alegria,0
3548005,Santo Antônio de Posse,0
3548054,Santo Antônio do Aracanguá,0
3548104,Santo Antônio do Jardim,0
3548203,Santo Antônio do Pinhal,0
3548302,Santo Expedito,0
3548401,Santópolis do Aguapeí,0
3548500,Santos,0
3548609,São Bento do Sapucaí,0
3548708,São Bernardo do Campo,0
3548807,São Caetano do Sul,0
3548906,São Carlos,0
3549003,São Francisco,0
3549102,São João da Boa Vista,0
3549201,São João das Duas Pontes,0
3549250,São João de Iracema,0
3549300,São João do Pau d'Alho,0
3549409,São Joaquim da Barra,0
3549508,São José da Bela Vista,0
3549607,São José do Barreiro,0
3549706,São José do Rio Pardo,0
3549805,São José do Rio Preto,0
3549904,São José dos Campos,0
3549953,São Lourenço da Serra,0
3550001,São Luís do Paraitinga,0
3550100,São Manuel,0
3550209,São Miguel Arcanjo,0
3550308,São Paulo,0
3550407,São Pedro,0
3550506,São Pedro do Turvo,0
3550605,São Roque,0
3550704,São Sebastião,0
3550803,São Sebastião da Grama,0
3550902,São Simão,0
3551009,São Vicente,0
3551108,Sarapuí,0
3551207,Sarutaiá,0
3551306,Sebastianópolis do Sul,0
3551405,Serra Azul,0
3551504,Serrana,0
3551603,Serra Negra,0
3551702,Sertãozinho,0
3551801,Sete Barras,0
3551900,Severínia,0
3552007,Silveiras,0
3552106,Socorro,0
3552205,Sorocaba,0
3552304,Sud Mennucci,0
3552403,Sumaré,0
3552502,Suzano,0
3552551,Suzanápolis,0
3552601,Tabapuã,0
3552700,Tabatinga,0
3552809,Taboão da Serra,0
3552908,Taciba,0
3553005,Taguaí,0
3553104,Taiaçu,0
3553203,Taiúva,0
3553302,Tambaú,0
3553401,Tanabi,0
3553500,Tapiraí,0
3553609,Tapiratiba,0
3553658,Taquaral,0
3553708,Taquaritinga,0
3553807,Taquarituba,0
3553856,Taquarivaí,0
3553906,Tarabai,0
3553955,Tarumã,0
3554003,Tatuí,0
3554102,Taubaté,0
3554201,Tejupá,0
3554300,Teodoro Sampaio,0
3554409,Terra Roxa,0
3554508,Tietê,0
3554607,Timburi,0
3554656,Torre de Pedra,0
3554706,Torrinha,0
3554755,Trabiju,0
3554805,Tremembé,0
3554904,Três Fronteiras,0
3554953,Tuiuti,0
3555000,Tupã,0
3555109,Tupi Paulista,0
3555208,Turiúba,0
3555307,Turmalina,0
3555356,Ubarana,0
3555406,Ubatuba,0
3555505,Ubirajara,0
3555604,Uchoa,0
3555703,União Paulista,0
3555802,Urânia,0
3555901,Uru,0
3556008,Urupês,0
3556107,Valentim Gentil,0
3556206,Valinhos,0
3556305,Valparaíso,0
3556354,Vargem,0
3556404,Vargem Grande do Sul,0
3556453,Vargem Grande Paulista,0
3556503,Várzea Paulista,0
3556602,Vera Cruz,0
3556701,Vinhedo,0
3556800,Viradouro,0
3556909,Vista Alegre do Alto,0
3556958,Vitória Brasil,0
3557006,Votorantim,0
3557105,Votuporanga,0
3557154,Zacarias,0
3557204,Chavantes,0
3557303,Estiva Gerbi,0
